source	target	edge_type
ncbigene:1111	ncbigene:390323	interacts
pubchem.compound:145068	ncbigene:3455	interacts
ncbigene:4485	ncbigene:729230	interacts
ncbigene:51308	ncbigene:26585	interacts
ncbigene:7421	ncbigene:2906	interacts
ncbigene:219865	ncbigene:84667	interacts
ncbigene:10724	ncbigene:2057	interacts
ncbigene:3593	ncbigene:3625	interacts
ncbigene:132112	ncbigene:3676	interacts
ncbigene:150684	ncbigene:390265	interacts
ncbigene:401667	ncbigene:10117	interacts
ncbigene:5295	ncbigene:3845	interacts
ncbigene:7514	ncbigene:928	interacts
ncbigene:5566	ncbigene:1871	interacts
ncbigene:54820	ncbigene:114548	interacts
ncbigene:351	ncbigene:4744	interacts
ncbigene:64108	ncbigene:2674	interacts
ncbigene:55504	ncbigene:1398	interacts
ncbigene:140735	ncbigene:408	interacts
ncbigene:6205	ncbigene:5170	interacts
ncbigene:6228	ncbigene:4436	interacts
ncbigene:4780	ncbigene:5600	interacts
ncbigene:3134	ncbigene:10403	interacts
ncbigene:51343	ncbigene:9407	interacts
ncbigene:132112	ncbigene:3162	interacts
ncbigene:54891	ncbigene:207	interacts
ncbigene:9056	ncbigene:6311	interacts
ncbigene:7043	ncbigene:673	interacts
ncbigene:3766	ncbigene:51764	interacts
ncbigene:7033	ncbigene:8844	interacts
ncbigene:5465	ncbigene:150684	interacts
ncbigene:8823	ncbigene:598	interacts
ncbigene:54757	ncbigene:2534	interacts
ncbigene:5889	ncbigene:1558	interacts
ncbigene:132112	ncbigene:54461	interacts
ncbigene:2892	ncbigene:94239	interacts
ncbigene:81930	ncbigene:139285	interacts
ncbigene:3363	ncbigene:54331	interacts
ncbigene:7343	ncbigene:4686	interacts
ncbigene:11035	ncbigene:5530	interacts
ncbigene:2353	ncbigene:9099	interacts
ncbigene:699	ncbigene:10815	interacts
ncbigene:10724	ncbigene:3716	interacts
ncbigene:9188	ncbigene:5903	interacts
ncbigene:100526739	ncbigene:81887	interacts
ncbigene:390038	ncbigene:5426	interacts
ncbigene:4602	ncbigene:5529	interacts
ncbigene:3304	ncbigene:5879	interacts
ncbigene:10533	ncbigene:2782	interacts
ncbigene:5595	ncbigene:331	interacts
ncbigene:128367	ncbigene:8463	interacts
ncbigene:79902	ncbigene:8331	interacts
ncbigene:387	ncbigene:55339	interacts
ncbigene:9448	ncbigene:1050	interacts
ncbigene:5535	ncbigene:23576	interacts
ncbigene:9986	ncbigene:10580	interacts
ncbigene:150	ncbigene:403277	interacts
ncbigene:1443	ncbigene:5903	interacts
ncbigene:395	ncbigene:652	interacts
ncbigene:1942	ncbigene:7057	interacts
ncbigene:5737	ncbigene:27241	interacts
ncbigene:5515	ncbigene:8815	interacts
ncbigene:6929	ncbigene:2538	interacts
ncbigene:1211	ncbigene:8379	interacts
ncbigene:5525	ncbigene:27018	interacts
ncbigene:9138	ncbigene:79003	interacts
ncbigene:5726	ncbigene:157	interacts
ncbigene:796	ncbigene:8073	interacts
ncbigene:28952	ncbigene:26052	interacts
ncbigene:9241	ncbigene:55212	interacts
ncbigene:783	ncbigene:22978	interacts
ncbigene:9241	ncbigene:5287	interacts
ncbigene:64946	ncbigene:10517	interacts
ncbigene:4735	ncbigene:29099	interacts
ncbigene:9112	ncbigene:9013	interacts
ncbigene:83597	ncbigene:2846	interacts
ncbigene:1081	ncbigene:10365	upregulates
ncbigene:6773	ncbigene:25793	interacts
ncbigene:10488	ncbigene:3375	interacts
ncbigene:5594	ncbigene:3953	interacts
ncbigene:8324	ncbigene:4738	interacts
ncbigene:55055	ncbigene:5602	downregulates
ncbigene:4210	ncbigene:6772	interacts
ncbigene:8086	ncbigene:991	interacts
ncbigene:6198	ncbigene:5528	interacts
ncbigene:51510	ncbigene:102724334	interacts
ncbigene:983	ncbigene:781	interacts
ncbigene:6300	ncbigene:3841	interacts
ncbigene:2247	ncbigene:55920	interacts
ncbigene:53632	ncbigene:26168	interacts
ncbigene:6597	ncbigene:157	interacts
ncbigene:11004	ncbigene:3672	interacts
ncbigene:3490	ncbigene:406991	interacts
ncbigene:3725	ncbigene:2696	upregulates
ncbigene:2812	ncbigene:9407	interacts
ncbigene:54757	ncbigene:26648	interacts
ncbigene:7066	ncbigene:1829	interacts
ncbigene:23636	ncbigene:1234	interacts
ncbigene:6714	ncbigene:5290	interacts
ncbigene:2932	ncbigene:8392	interacts
ncbigene:94	ncbigene:1233	interacts
ncbigene:9241	ncbigene:4809	interacts
ncbigene:351	ncbigene:2873	interacts
ncbigene:3441	ncbigene:3619	interacts
ncbigene:3990	ncbigene:9466	interacts
ncbigene:1500	ncbigene:1386	interacts
ncbigene:7124	ncbigene:6637	interacts
ncbigene:890	ncbigene:284532	interacts
ncbigene:6232	ncbigene:8945	interacts
ncbigene:2534	ncbigene:54461	interacts
ncbigene:64121	ncbigene:1606	interacts
ncbigene:6500	ncbigene:11022	interacts
ncbigene:25936	ncbigene:5494	interacts
ncbigene:3164	ncbigene:408	interacts
ncbigene:2305	ncbigene:5290	interacts
ncbigene:1489	ncbigene:11214	interacts
pubchem.compound:444795	ncbigene:390327	interacts
ncbigene:6095	ncbigene:9793	interacts
ncbigene:51764	ncbigene:6209	interacts
ncbigene:5340	ncbigene:5241	interacts
ncbigene:973	ncbigene:142	interacts
ncbigene:4988	ncbigene:1719	interacts
ncbigene:998	ncbigene:55215	interacts
ncbigene:3630	ncbigene:5531	interacts
ncbigene:6827	ncbigene:7547	interacts
ncbigene:54461	ncbigene:25828	interacts
ncbigene:3630	ncbigene:1445	interacts
ncbigene:146330	ncbigene:5791	interacts
ncbigene:26268	ncbigene:3845	interacts
ncbigene:3017	ncbigene:7337	interacts
ncbigene:8091	ncbigene:7422	interacts
ncbigene:83597	ncbigene:970	interacts
ncbigene:51308	ncbigene:10048	interacts
ncbigene:5587	ncbigene:5440	interacts
ncbigene:1050	ncbigene:5058	interacts
ncbigene:8550	ncbigene:3419	interacts
ncbigene:7186	ncbigene:3823	interacts
ncbigene:1437	ncbigene:5903	interacts
ncbigene:10636	ncbigene:3117	interacts
ncbigene:54951	ncbigene:6159	interacts
ncbigene:3593	ncbigene:6428	interacts
ncbigene:79902	ncbigene:7932	interacts
ncbigene:1386	ncbigene:8841	interacts
ncbigene:990	ncbigene:3454	interacts
ncbigene:10454	ncbigene:51077	interacts
ncbigene:351	ncbigene:2736	interacts
ncbigene:815	ncbigene:675	interacts
ncbigene:93611	ncbigene:5795	interacts
ncbigene:1063	ncbigene:474382	interacts
ncbigene:65055	ncbigene:5770	interacts
ncbigene:58191	ncbigene:9793	interacts
ncbigene:1442	ncbigene:5903	interacts
ncbigene:6667	ncbigene:151648	interacts
ncbigene:2488	ncbigene:3815	interacts
ncbigene:6256	ncbigene:7040	interacts
ncbigene:4790	ncbigene:5433	interacts
ncbigene:7248	ncbigene:7249	interacts
ncbigene:3831	ncbigene:2774	interacts
ncbigene:8590	ncbigene:2961	interacts
ncbigene:10724	ncbigene:135948	interacts
ncbigene:596	ncbigene:3480	interacts
ncbigene:7423	ncbigene:7421	interacts
ncbigene:4615	ncbigene:353500	upregulates
ncbigene:1440	ncbigene:83746	interacts
ncbigene:6351	ncbigene:26524	interacts
ncbigene:80152	ncbigene:150684	interacts
ncbigene:1780	ncbigene:7157	interacts
ncbigene:7471	ncbigene:10569	interacts
pubchem.compound:2764	ncbigene:348235	upregulates
ncbigene:51378	ncbigene:156	interacts
ncbigene:55294	ncbigene:3561	interacts
ncbigene:346517	ncbigene:2775	interacts
ncbigene:5728	ncbigene:3001	interacts
ncbigene:5197	ncbigene:219431	interacts
ncbigene:1236	ncbigene:8030	interacts
ncbigene:26267	ncbigene:5159	interacts
ncbigene:3576	ncbigene:6167	interacts
ncbigene:285093	ncbigene:2065	interacts
ncbigene:348995	ncbigene:583	interacts
ncbigene:8795	ncbigene:8563	interacts
ncbigene:10499	ncbigene:945	interacts
ncbigene:7186	ncbigene:2172	interacts
ncbigene:10724	ncbigene:10654	interacts
ncbigene:207	ncbigene:84085	interacts
ncbigene:64105	ncbigene:10095	interacts
ncbigene:3676	ncbigene:89832	interacts
ncbigene:1788	ncbigene:857	interacts
ncbigene:27341	ncbigene:5037	interacts
ncbigene:554	ncbigene:403253	interacts
ncbigene:8323	ncbigene:2788	interacts
ncbigene:6775	ncbigene:1813	interacts
ncbigene:80346	ncbigene:348995	interacts
ncbigene:998	ncbigene:126433	interacts
ncbigene:1050	ncbigene:5170	interacts
ncbigene:3146	ncbigene:5568	interacts
ncbigene:348995	ncbigene:6548	interacts
ncbigene:5590	ncbigene:948	interacts
ncbigene:9241	ncbigene:6442	interacts
ncbigene:3914	ncbigene:3552	interacts
ncbigene:1445	ncbigene:5337	interacts
ncbigene:4609	ncbigene:1385	interacts
ncbigene:2324	ncbigene:3845	interacts
ncbigene:3448	ncbigene:6464	interacts
ncbigene:3596	ncbigene:7003	interacts
ncbigene:4085	ncbigene:5338	interacts
ncbigene:6198	ncbigene:4548	interacts
ncbigene:7187	ncbigene:254783	interacts
ncbigene:836	ncbigene:10189	interacts
ncbigene:3091	ncbigene:26086	interacts
ncbigene:19	ncbigene:2264	interacts
ncbigene:9170	ncbigene:23286	interacts
ncbigene:64344	ncbigene:629	interacts
ncbigene:65055	ncbigene:5970	interacts
ncbigene:9183	ncbigene:10280	interacts
ncbigene:3611	ncbigene:3013	interacts
ncbigene:9575	ncbigene:3586	interacts
ncbigene:6772	ncbigene:2767	interacts
ncbigene:25909	ncbigene:4338	interacts
ncbigene:3630	ncbigene:1401	interacts
ncbigene:6927	ncbigene:6714	interacts
ncbigene:5604	ncbigene:406979	interacts
ncbigene:56832	ncbigene:5432	interacts
ncbigene:1282	ncbigene:5567	interacts
ncbigene:3630	ncbigene:120787	interacts
ncbigene:387748	ncbigene:64708	interacts
ncbigene:6773	ncbigene:136051	interacts
ncbigene:2114	ncbigene:7124	interacts
pubchem.compound:448537	ncbigene:643	interacts
ncbigene:6464	ncbigene:9793	interacts
ncbigene:8626	ncbigene:7004	interacts
ncbigene:3326	ncbigene:1003	interacts
ncbigene:25909	ncbigene:1043	interacts
ncbigene:2870	ncbigene:27341	interacts
ncbigene:1950	ncbigene:55349	interacts
ncbigene:348995	ncbigene:2826	interacts
ncbigene:369	ncbigene:55272	interacts
ncbigene:8331	ncbigene:2782	interacts
ncbigene:9241	ncbigene:641	interacts
ncbigene:2152	ncbigene:5879	interacts
ncbigene:5578	ncbigene:6160	interacts
ncbigene:163688	ncbigene:51552	interacts
ncbigene:3122	ncbigene:5106	interacts
ncbigene:128360	ncbigene:5520	interacts
ncbigene:5443	ncbigene:51135	interacts
ncbigene:23142	ncbigene:7186	interacts
ncbigene:9241	ncbigene:2792	interacts
ncbigene:817	ncbigene:156	interacts
ncbigene:3911	ncbigene:51561	interacts
ncbigene:9475	ncbigene:4171	interacts
ncbigene:8348	ncbigene:8651	interacts
ncbigene:773	ncbigene:55970	interacts
ncbigene:100526739	ncbigene:8743	interacts
ncbigene:6348	ncbigene:1780	interacts
ncbigene:2898	ncbigene:1399	interacts
ncbigene:50604	ncbigene:1827	interacts
ncbigene:390113	ncbigene:5601	interacts
ncbigene:7528	ncbigene:10383	interacts
ncbigene:6207	ncbigene:9103	interacts
ncbigene:8086	ncbigene:142	interacts
ncbigene:3458	ncbigene:79980	interacts
ncbigene:4915	ncbigene:2047	interacts
ncbigene:10200	ncbigene:64109	interacts
ncbigene:5578	ncbigene:79682	interacts
ncbigene:2002	ncbigene:51118	interacts
ncbigene:728642	ncbigene:585	interacts
ncbigene:6011	ncbigene:7434	interacts
ncbigene:7319	ncbigene:50846	interacts
ncbigene:2034	ncbigene:1376	interacts
ncbigene:127077	ncbigene:6232	interacts
ncbigene:6657	ncbigene:2005	interacts
ncbigene:5603	ncbigene:3430	interacts
ncbigene:3354	ncbigene:5566	interacts
ncbigene:5527	ncbigene:10092	interacts
ncbigene:84961	ncbigene:301	interacts
ncbigene:26270	ncbigene:6774	interacts
pubchem.compound:5743	ncbigene:5524	interacts
ncbigene:5577	ncbigene:79003	interacts
ncbigene:9241	ncbigene:54434	interacts
ncbigene:83597	ncbigene:2322	interacts
ncbigene:10018	ncbigene:8370	interacts
ncbigene:5566	ncbigene:5962	interacts
ncbigene:84128	ncbigene:440503	interacts
ncbigene:7157	ncbigene:10962	interacts
ncbigene:2002	ncbigene:79682	interacts
ncbigene:4175	ncbigene:6300	interacts
ncbigene:55055	ncbigene:6202	interacts
ncbigene:351	ncbigene:51287	interacts
pubchem.compound:4497	ncbigene:2788	interacts
ncbigene:79023	ncbigene:2774	interacts
ncbigene:285955	ncbigene:3326	interacts
ncbigene:26232	ncbigene:55706	interacts
pubchem.compound:13109	ncbigene:25909	interacts
ncbigene:4303	ncbigene:4088	downregulates
ncbigene:6300	ncbigene:51196	interacts
ncbigene:1514	ncbigene:26190	interacts
ncbigene:6608	ncbigene:3593	interacts
ncbigene:9972	ncbigene:390059	interacts
pubchem.compound:2733526	ncbigene:10607	interacts
pubchem.compound:4594	ncbigene:10542	interacts
ncbigene:929	ncbigene:4853	interacts
ncbigene:351	ncbigene:808	interacts
ncbigene:7311	ncbigene:2737	interacts
ncbigene:344892	ncbigene:150726	interacts
ncbigene:3576	ncbigene:4804	interacts
ncbigene:5516	ncbigene:1062	interacts
ncbigene:23194	ncbigene:84950	interacts
ncbigene:1058	ncbigene:9318	interacts
ncbigene:10125	ncbigene:100302282	interacts
ncbigene:6201	ncbigene:81300	interacts
ncbigene:3630	ncbigene:1399	interacts
ncbigene:330	ncbigene:183	interacts
ncbigene:9241	ncbigene:5500	interacts
ncbigene:5599	ncbigene:4927	interacts
ncbigene:219870	ncbigene:3809	interacts
ncbigene:1460	ncbigene:84271	interacts
ncbigene:2786	ncbigene:1234	interacts
ncbigene:10413	ncbigene:55127	interacts
ncbigene:57794	ncbigene:5567	interacts
ncbigene:1385	ncbigene:29099	interacts
ncbigene:50835	ncbigene:23291	interacts
ncbigene:1815	ncbigene:81887	interacts
ncbigene:9241	ncbigene:7932	downregulates
ncbigene:50616	ncbigene:7157	interacts
ncbigene:54820	ncbigene:2549	interacts
ncbigene:27040	ncbigene:6237	interacts
ncbigene:23478	ncbigene:2788	interacts
ncbigene:285093	ncbigene:3265	interacts
ncbigene:7048	ncbigene:25926	interacts
ncbigene:4803	ncbigene:23332	interacts
ncbigene:57122	ncbigene:6775	downregulates
ncbigene:3630	ncbigene:6925	interacts
ncbigene:23246	ncbigene:23236	interacts
ncbigene:2963	ncbigene:10154	interacts
ncbigene:5881	ncbigene:1849	interacts
ncbigene:4092	ncbigene:947	interacts
ncbigene:5469	ncbigene:57418	interacts
ncbigene:23636	ncbigene:815	interacts
ncbigene:783	ncbigene:10938	downregulates
ncbigene:27330	ncbigene:2890	interacts
ncbigene:991	ncbigene:7360	interacts
ncbigene:5468	ncbigene:3454	interacts
ncbigene:51397	ncbigene:2781	downregulates
ncbigene:27092	ncbigene:3558	interacts
ncbigene:79023	ncbigene:5788	interacts
ncbigene:5532	ncbigene:4809	interacts
ncbigene:402135	ncbigene:88745	interacts
ncbigene:6794	ncbigene:5568	interacts
ncbigene:2868	ncbigene:1271	interacts
ncbigene:4846	ncbigene:23160	interacts
ncbigene:348995	ncbigene:116519	interacts
ncbigene:6775	ncbigene:10681	interacts
ncbigene:2932	ncbigene:346562	interacts
ncbigene:114609	ncbigene:81050	interacts
ncbigene:83597	ncbigene:5575	interacts
ncbigene:2309	ncbigene:4582	interacts
ncbigene:4654	ncbigene:7884	interacts
ncbigene:6202	ncbigene:2788	interacts
ncbigene:5906	ncbigene:11267	interacts
pubchem.compound:3559	ncbigene:2911	interacts
ncbigene:5593	ncbigene:126017	interacts
pubchem.compound:2719	ncbigene:5618	interacts
ncbigene:10498	ncbigene:3796	interacts
ncbigene:9241	ncbigene:10254	interacts
ncbigene:1385	ncbigene:11345	interacts
ncbigene:119682	ncbigene:390648	interacts
ncbigene:8341	ncbigene:11069	interacts
ncbigene:390162	ncbigene:5509	interacts
ncbigene:83597	ncbigene:1058	interacts
ncbigene:3060	ncbigene:56242	interacts
ncbigene:991	ncbigene:6464	interacts
ncbigene:7297	ncbigene:8844	interacts
ncbigene:5617	ncbigene:1437	interacts
ncbigene:3439	ncbigene:3017	interacts
ncbigene:1840	ncbigene:8202	interacts
pubchem.compound:145068	ncbigene:7124	interacts
ncbigene:51122	ncbigene:2774	interacts
ncbigene:7187	ncbigene:1133	interacts
ncbigene:3576	ncbigene:324	interacts
ncbigene:6207	ncbigene:3992	interacts
ncbigene:9241	ncbigene:3603	interacts
ncbigene:5568	ncbigene:890	interacts
pubchem.compound:702	ncbigene:1438	interacts
ncbigene:343563	ncbigene:1950	interacts
ncbigene:2002	ncbigene:3619	interacts
ncbigene:5468	ncbigene:5747	interacts
ncbigene:23291	ncbigene:5159	interacts
ncbigene:7161	ncbigene:57082	interacts
ncbigene:7157	ncbigene:5336	interacts
ncbigene:441911	ncbigene:3845	interacts
ncbigene:79172	ncbigene:4092	interacts
ncbigene:80152	ncbigene:6119	interacts
ncbigene:285093	ncbigene:673	interacts
ncbigene:10368	ncbigene:5567	interacts
ncbigene:3717	ncbigene:5617	interacts
ncbigene:64105	ncbigene:2909	interacts
ncbigene:1236	ncbigene:2353	interacts
ncbigene:3630	ncbigene:5518	interacts
ncbigene:5578	ncbigene:3587	interacts
ncbigene:80326	ncbigene:6208	interacts
ncbigene:27113	ncbigene:79980	interacts
ncbigene:1058	ncbigene:3598	interacts
ncbigene:4303	ncbigene:25873	interacts
ncbigene:6207	ncbigene:54981	downregulates
ncbigene:7422	ncbigene:348235	interacts
ncbigene:2033	ncbigene:2308	interacts
ncbigene:5436	ncbigene:84643	interacts
ncbigene:4772	ncbigene:27327	downregulates
ncbigene:4802	ncbigene:23142	interacts
pubchem.compound:4474	ncbigene:8503	interacts
ncbigene:10445	ncbigene:6927	interacts
ncbigene:55746	ncbigene:9978	upregulates
ncbigene:9040	ncbigene:79317	interacts
ncbigene:1457	ncbigene:9669	interacts
ncbigene:3952	ncbigene:79019	interacts
ncbigene:26267	ncbigene:911	interacts
ncbigene:8021	ncbigene:156	interacts
ncbigene:54331	ncbigene:8399	interacts
ncbigene:140735	ncbigene:47	interacts
ncbigene:6117	ncbigene:8379	interacts
ncbigene:51806	ncbigene:84135	interacts
ncbigene:151246	ncbigene:4968	interacts
ncbigene:2118	ncbigene:8864	interacts
ncbigene:9241	ncbigene:54474	interacts
ncbigene:4535	ncbigene:3945	interacts
ncbigene:835	ncbigene:11056	interacts
ncbigene:219477	ncbigene:8767	interacts
ncbigene:8767	ncbigene:8655	downregulates
ncbigene:84661	ncbigene:8563	interacts
ncbigene:815	ncbigene:54107	interacts
ncbigene:2780	ncbigene:3294	interacts
ncbigene:7791	ncbigene:79735	interacts
ncbigene:5516	ncbigene:2771	interacts
ncbigene:351	ncbigene:79023	interacts
ncbigene:4738	ncbigene:2177	interacts
ncbigene:351	ncbigene:1437	interacts
ncbigene:1051	ncbigene:5566	interacts
ncbigene:5154	ncbigene:406996	interacts
ncbigene:4205	ncbigene:493	interacts
ncbigene:344892	ncbigene:54620	upregulates
ncbigene:5290	ncbigene:2775	interacts
ncbigene:5144	ncbigene:3565	interacts
ncbigene:5296	ncbigene:390648	interacts
ncbigene:216	ncbigene:10672	interacts
ncbigene:55361	ncbigene:10403	interacts
ncbigene:5037	ncbigene:3577	interacts
ncbigene:4041	ncbigene:2778	interacts
ncbigene:2255	ncbigene:4286	interacts
ncbigene:5578	ncbigene:10073	interacts
ncbigene:2852	ncbigene:2488	upregulates
ncbigene:2915	ncbigene:811	interacts
ncbigene:5781	ncbigene:112483	interacts
ncbigene:344892	ncbigene:11004	interacts
ncbigene:51096	ncbigene:329	interacts
ncbigene:83597	ncbigene:2950	interacts
ncbigene:7187	ncbigene:355	interacts
ncbigene:119679	ncbigene:8340	interacts
ncbigene:1956	ncbigene:1438	interacts
ncbigene:3269	ncbigene:1232	interacts
ncbigene:8878	ncbigene:6132	interacts
ncbigene:1781	ncbigene:5330	interacts
ncbigene:201456	ncbigene:58985	interacts
ncbigene:1956	ncbigene:5872	interacts
ncbigene:10724	ncbigene:23493	interacts
ncbigene:2870	ncbigene:2625	interacts
ncbigene:3198	ncbigene:10987	interacts
ncbigene:6232	ncbigene:6788	interacts
ncbigene:3606	ncbigene:2934	interacts
ncbigene:25936	ncbigene:90594	interacts
ncbigene:382	ncbigene:51764	interacts
ncbigene:673	ncbigene:3676	interacts
ncbigene:351	ncbigene:3593	interacts
ncbigene:2796	ncbigene:64105	interacts
ncbigene:861	ncbigene:55844	interacts
ncbigene:9241	ncbigene:3765	downregulates
ncbigene:57551	ncbigene:156	interacts
ncbigene:4633	ncbigene:10803	interacts
ncbigene:7294	ncbigene:996	interacts
ncbigene:5573	ncbigene:3460	interacts
ncbigene:9883	ncbigene:26086	interacts
ncbigene:5582	ncbigene:407006	interacts
pubchem.compound:3157	ncbigene:51764	interacts
pubchem.compound:37542	ncbigene:283807	interacts
ncbigene:6234	ncbigene:3576	downregulates
ncbigene:131890	ncbigene:81050	interacts
ncbigene:8626	ncbigene:144699	interacts
ncbigene:5362	ncbigene:6339	downregulates
ncbigene:2248	ncbigene:3553	interacts
ncbigene:3918	ncbigene:8503	interacts
ncbigene:23122	ncbigene:79980	interacts
ncbigene:6228	ncbigene:153	interacts
ncbigene:6232	ncbigene:1506	interacts
ncbigene:3952	ncbigene:7852	interacts
ncbigene:3593	ncbigene:5520	interacts
ncbigene:80346	ncbigene:7157	interacts
ncbigene:221035	ncbigene:9902	interacts
ncbigene:7157	ncbigene:122742	interacts
pubchem.compound:3964	ncbigene:7412	interacts
ncbigene:6950	ncbigene:5270	interacts
ncbigene:26595	ncbigene:11004	upregulates
ncbigene:356	ncbigene:5528	interacts
ncbigene:838	ncbigene:391112	interacts
ncbigene:282617	ncbigene:23246	interacts
ncbigene:9241	ncbigene:108	interacts
ncbigene:56915	ncbigene:23236	interacts
pubchem.compound:702	ncbigene:58985	upregulates
ncbigene:2056	ncbigene:51231	interacts
pubchem.compound:54454	ncbigene:2940	interacts
ncbigene:5582	ncbigene:1058	interacts
ncbigene:54908	ncbigene:3552	interacts
ncbigene:5255	ncbigene:25929	interacts
ncbigene:6228	ncbigene:29894	interacts
ncbigene:9883	ncbigene:6429	interacts
